,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Gunjur,13.2019,-16.7339,95.0,17,0,11.5,GM,1611505786
297,San Francisco del Mar Viejo,16.2333,-94.65,81.41,64,74,5.93,MX,1611505786
298,Tazovsky,67.4667,78.7,-40.99,81,13,2.13,RU,1611505787
299,Arlit,18.7369,7.3853,83.16,10,0,9.73,NE,1611505787
300,Stokmarknes,68.5646,14.9108,23.0,74,20,12.66,NO,1611505787
301,Mayumba,-3.432,10.6554,80.96,78,97,7.09,GA,1611505787
302,Rockwall,32.9001,-96.4003,55.99,100,90,4.61,US,1611505787
303,Grindavik,63.8424,-22.4338,28.4,74,20,25.32,IS,1611505787
304,Dhidhdhoo,6.8833,73.1,82.51,69,70,6.8,MV,1611505787
305,Sisimiut,66.9395,-53.6735,17.01,87,100,8.03,GL,1611505787
306,Kirakira,-10.4544,161.9205,79.59,76,100,6.26,SB,1611505788
307,Siderno,38.2779,16.302,61.0,72,90,20.71,IT,1611505788
308,Garibaldi,-29.2561,-51.5336,89.01,58,16,1.92,BR,1611505788
309,Shangqiu,34.45,115.65,42.01,83,100,5.82,CN,1611505788
310,Morondava,-20.2833,44.2833,81.57,79,78,10.27,MG,1611505518
311,Walvis Bay,-22.9575,14.5053,75.2,69,40,10.36,NA,1611505788
312,Ponta Delgada,37.7333,-25.6667,66.0,94,75,12.66,PT,1611505788
313,Laramie,41.3114,-105.5911,26.01,79,1,12.66,US,1611505788
314,Kropotkin,45.4375,40.5756,35.01,83,99,8.43,RU,1611505788
315,Kichera,55.9375,110.0997,-3.96,78,99,8.05,RU,1611505789
316,Aginskoye,51.1,114.53,6.39,93,100,5.93,RU,1611505789
317,Christchurch,-43.5333,172.6333,57.99,100,4,4.61,NZ,1611505694
318,San Sebastián Etla,17.0608,-96.7944,60.8,51,90,5.75,MX,1611505789
319,Baharly,38.4362,57.4316,37.06,72,0,5.01,TM,1611505789
320,Sørland,67.667,12.6934,30.2,80,75,12.66,NO,1611505789
321,Meulaboh,4.1363,96.1285,79.79,78,99,2.17,ID,1611505789
322,Ilembo,-9.25,33.3833,60.04,100,100,3.04,TZ,1611505790
323,Shahrud,36.4182,54.9763,29.28,78,0,0.22,IR,1611505790
324,Igarka,67.4667,86.5833,-40.4,72,2,1.28,RU,1611505790
325,Puri,19.8,85.85,75.2,83,40,4.61,IN,1611505790
326,Moerai,-22.4333,-151.3333,79.86,73,5,11.86,PF,1611505790
327,Angoche,-16.2325,39.9086,81.1,86,94,8.86,MZ,1611505790
328,Vila Franca do Campo,37.7167,-25.4333,66.0,94,75,12.66,PT,1611505790
329,San Jose,37.3394,-121.895,44.6,81,75,4.61,US,1611505648
330,Turaif,31.6725,38.6637,51.8,40,0,11.5,SA,1611505790
331,Acajutla,13.5928,-89.8275,82.4,47,0,2.3,SV,1611505734
332,Riohacha,11.5444,-72.9072,84.61,61,98,18.03,CO,1611505791
333,Portland,45.5234,-122.6762,39.99,88,100,1.99,US,1611505310
334,Venkatagiri,13.9667,79.5833,70.05,77,9,1.45,IN,1611505791
335,Poum,-20.2333,164.0167,80.29,80,85,14.34,NC,1611505792
336,Tuatapere,-46.1333,167.6833,57.0,89,73,10.0,NZ,1611505792
337,Rawson,-43.3002,-65.1023,76.53,47,0,17.25,AR,1611505792
338,Vanimo,-2.6741,141.3028,78.39,83,100,4.47,PG,1611505792
339,Krasnosel'kup,65.7,82.4667,-42.65,75,0,2.66,RU,1611505792
340,Żagań,51.6176,15.3149,33.01,91,100,3.2,PL,1611505792
341,Saldanha,-33.0117,17.9442,75.2,41,0,21.85,ZA,1611505792
342,Steinhagen,52.0,8.4,36.0,94,81,3.0,DE,1611505792
343,Sydney,-33.8679,151.2073,75.2,73,0,8.05,AU,1611505544
344,Sovetskaya Gavan',48.9723,140.2878,3.83,91,100,9.44,RU,1611505793
345,Bethel,41.3712,-73.414,25.0,33,1,12.66,US,1611505793
346,Noumea,-22.2763,166.4572,79.0,69,75,6.91,NC,1611505793
347,Niesky,51.2924,14.8211,33.01,96,100,5.28,DE,1611505793
348,Dhanaura,28.9667,78.25,55.69,67,0,7.78,IN,1611505793
349,Wonthaggi,-38.6044,145.5913,75.0,72,1,11.81,AU,1611505793
350,Polovinnoye,54.7914,65.9864,-4.83,92,100,12.73,RU,1611505793
351,Senanga,-16.1167,23.2667,80.55,65,34,3.29,ZM,1611505793
352,Arrondissement de Saint-Denis,48.9167,2.3333,37.99,93,90,9.22,FR,1611505793
353,Muros,42.7762,-9.0603,55.99,84,99,3.0,ES,1611505793
354,Virginia Beach,36.8529,-75.978,37.99,44,40,10.36,US,1611505794
355,Ribeira Grande,38.5167,-28.7,62.6,94,75,14.97,PT,1611505794
356,Xingcheng,40.6167,120.7167,30.15,89,78,2.08,CN,1611505794
357,Suicheng,33.8963,117.9331,44.01,85,100,9.28,CN,1611505794
358,Ust'-Karsk,52.7011,118.8077,-1.79,86,100,3.65,RU,1611505794
359,Lüderitz,-26.6481,15.1594,71.37,53,77,29.97,NA,1611505794
360,Kroonstad,-27.6504,27.2349,77.0,63,100,20.11,ZA,1611505794
361,Cururupu,-1.8283,-44.8683,80.58,86,100,5.86,BR,1611505794
362,Kavaratti,10.5669,72.642,81.63,78,8,10.47,IN,1611505794
363,Port-Gentil,-0.7193,8.7815,84.2,79,75,11.5,GA,1611505794
364,Tuy Hoa,13.0833,109.3,67.53,88,7,3.8,VN,1611505571
365,Safi,32.2994,-9.2372,64.56,70,100,12.3,MA,1611505582
366,Porto Tolle,44.9497,12.3245,45.0,92,100,5.01,IT,1611505795
367,Dubuque,42.4833,-90.8668,30.0,93,90,3.56,US,1611505795
368,Jijila,45.3,28.15,45.0,87,0,9.22,RO,1611505795
369,Obo,5.3998,26.4869,87.48,29,40,3.06,CF,1611505795
370,Kenai,60.5544,-151.2583,33.01,93,90,5.75,US,1611505795
371,Ikorodu,6.6191,3.5041,84.51,61,22,11.7,NG,1611505795
372,Florianópolis,-27.6146,-48.5012,81.0,94,90,5.75,BR,1611505795
373,Souillac,-20.5167,57.5167,80.6,78,40,3.44,MU,1611505795
374,Santa Isabel,-23.3156,-46.2214,84.99,51,75,6.91,BR,1611505796
375,La Ronge,55.1001,-105.2842,-36.4,67,0,0.45,CA,1611505796
376,Misratah,32.3754,15.0925,65.46,45,91,4.23,LY,1611505796
377,Fortuna,40.5982,-124.1573,44.01,100,75,6.91,US,1611505796
378,Flinders,-34.5833,150.8552,73.99,79,100,1.01,AU,1611505796
379,Departamento de Maldonado,-34.6667,-54.9167,86.0,58,40,13.8,UY,1611505796
380,Trelew,-43.249,-65.3051,82.63,36,0,18.72,AR,1611505796
381,San Policarpo,12.1791,125.5072,79.21,83,18,8.75,PH,1611505797
382,Lavrentiya,65.5833,-171.0,0.18,84,100,4.79,RU,1611505797
383,Havre-St-Pierre,50.2334,-63.5986,35.6,69,75,17.27,CA,1611505797
384,Anchorage,61.2181,-149.9003,33.8,86,90,3.44,US,1611505797
385,Moanda,-1.5575,13.2178,78.8,94,75,2.3,GA,1611505797
386,Jyvaskyla,62.2415,25.7209,32.0,100,90,1.14,FI,1611505797
387,Ürümqi,43.801,87.6005,21.2,58,0,11.18,CN,1611505569
388,Lobito,-12.3481,13.5456,80.78,63,31,8.1,AO,1611505797
389,Fare,-16.7,-151.0167,81.14,71,18,12.17,PF,1611505798
390,Vestmanna,62.1564,-7.1664,35.6,80,75,24.16,FO,1611505798
391,Severnoye,56.3491,78.3619,-42.43,80,22,4.07,RU,1611505798
392,Ust-Kuyga,70.0167,135.6,-44.73,76,98,3.83,RU,1611505798
393,Cabo Rojo,18.0866,-67.1457,84.0,64,4,3.0,PR,1611505798
394,Nishihara,26.1842,127.7558,62.6,77,20,5.75,JP,1611505798
395,Zhigansk,66.7697,123.3711,-55.5,62,61,7.29,RU,1611505798
396,Anloga,5.7947,0.8973,89.6,43,100,8.05,GH,1611505799
397,Westport,41.1415,-73.3579,28.0,31,1,14.97,US,1611505694
398,Dodoma,-6.1722,35.7395,82.4,44,20,10.36,TZ,1611505799
399,Sangmélima,2.9333,11.9833,91.13,25,29,1.16,CM,1611505799
400,Botwood,49.1499,-55.3482,30.99,63,30,5.99,CA,1611505799
401,Port Hardy,50.6996,-127.4199,35.6,93,90,6.91,CA,1611505799
402,Hofn,64.2539,-15.2082,32.0,51,75,25.32,IS,1611505799
403,Rome,43.2128,-75.4557,16.0,61,1,10.36,US,1611505799
404,Moranbah,-22.0016,148.0466,71.15,82,20,9.89,AU,1611505800
405,Eureka,40.8021,-124.1637,43.0,94,100,7.52,US,1611505631
406,Resistencia,-27.4606,-58.9839,91.4,55,75,5.75,AR,1611505775
407,Vilhena,-12.7406,-60.1458,82.4,65,75,5.75,BR,1611505800
408,Parnamirim,-5.9156,-35.2628,87.8,66,75,17.27,BR,1611505800
409,Touros,-5.1989,-35.4608,87.8,58,75,17.27,BR,1611505800
410,Kaufungen,51.2811,9.6186,35.6,86,75,12.66,DE,1611505800
411,Martapura,-3.4167,114.85,75.2,94,100,4.61,ID,1611505800
412,Hailey,43.5196,-114.3153,8.6,78,90,5.75,US,1611505800
413,São João da Talha,38.8218,-9.0908,59.0,88,40,10.36,PT,1611505801
414,Biak,-0.9131,122.8766,77.11,80,100,7.81,ID,1611505801
415,Horqueta,-23.3428,-57.0597,89.71,55,44,5.7,PY,1611505801
416,Saint-Joseph,-21.3667,55.6167,80.6,74,20,5.75,RE,1611505801
417,Tõrva,58.0028,25.935,36.0,87,90,4.61,EE,1611505801
418,Santa Cruz de Barahona,18.2085,-71.1008,82.4,78,20,13.8,DO,1611505691
419,Marfino,55.7028,37.3822,36.0,100,90,6.71,RU,1611505802
420,Måløy,61.9353,5.1136,37.4,65,75,10.36,NO,1611505802
421,Havøysund,70.9963,24.6622,21.2,68,75,11.5,NO,1611505803
422,Praxédis Guerrero,31.3667,-106.0167,51.01,53,20,6.2,MX,1611505803
423,Napier City,-39.4833,176.9167,59.0,89,25,1.99,NZ,1611505804
424,Gao,16.6362,1.637,83.16,11,38,8.93,ML,1611505805
425,Isil'kul',54.9109,71.2728,-24.41,84,99,8.48,RU,1611505806
426,Najrān,17.4924,44.1277,62.6,25,19,9.22,SA,1611505806
427,Laas,46.6166,10.7002,39.2,65,0,2.3,IT,1611505806
428,Tautira,-17.7333,-149.15,75.2,83,40,2.3,PF,1611505806
429,Arrondissement de Sedan,49.6667,5.0,33.01,93,91,14.0,FR,1611505807
430,Corowa,-36.0333,146.3833,70.0,55,9,2.3,AU,1611505807
431,Flin Flon,54.7682,-101.865,-27.4,75,1,6.91,CA,1611505807
432,Okhotsk,59.3833,143.3,-15.3,82,100,14.79,RU,1611505808
433,Goundi,9.3627,17.366,88.57,13,0,3.71,TD,1611505808
434,Maamba,-17.3667,27.15,73.35,83,89,0.92,ZM,1611505809
435,Verkhoyansk,67.5447,133.385,-45.08,73,98,1.83,RU,1611505740
436,Cham,47.1821,8.4636,37.4,60,24,3.15,CH,1611505809
437,Antakya,36.2066,36.1572,44.6,70,0,2.3,TR,1611505527
438,Mandalgovi,45.7625,106.2708,11.61,95,100,11.59,MN,1611505810
439,Buala,-8.145,159.5921,78.04,71,36,4.14,SB,1611505810
440,Rio Grande,-32.035,-52.0986,82.4,78,40,9.22,BR,1611505588
441,Sarakhs,36.5449,61.1577,37.4,60,0,4.61,IR,1611505810
442,Al Bardīyah,31.7561,25.0865,60.82,37,0,11.41,LY,1611505810
443,Pangkalanbuun,-2.6833,111.6167,75.22,91,100,0.78,ID,1611505811
444,Poltavka,54.3663,71.7632,-25.24,84,66,9.17,RU,1611505811
445,Cidreira,-30.1811,-50.2056,80.64,67,7,10.29,BR,1611505812
446,Myitkyina,25.3833,97.4,59.88,69,0,3.22,MM,1611505812
447,Whitehorse,60.7161,-135.0538,9.0,92,75,3.44,CA,1611505812
448,Zharkent,44.1628,80.0,14.38,91,96,3.83,KZ,1611505812
449,Cap Malheureux,-19.9842,57.6142,75.99,89,58,6.46,MU,1611505813
450,Codrington,-38.2667,141.9667,69.8,37,39,5.59,AU,1611505813
451,Sirte,31.2089,16.5887,64.53,40,49,9.1,LY,1611505813
452,Korla,41.7597,86.1469,22.39,82,0,3.58,CN,1611505813
453,Kłobuck,50.9008,18.9367,34.0,89,83,8.63,PL,1611505814
454,Swan Hill,-35.3378,143.5544,87.82,25,61,12.88,AU,1611505814
455,Sedro-Woolley,48.5039,-122.2361,37.4,87,90,6.91,US,1611505814
456,Jiayuguan City,39.8167,98.3,19.31,84,62,5.14,CN,1611505815
457,Seoni,22.0833,79.5333,63.45,36,0,5.17,IN,1611505816
458,Kedrovyy,56.1667,91.8167,-2.2,78,75,11.18,RU,1611505816
459,Guerrero Negro,27.9769,-114.0611,60.6,53,5,14.18,MX,1611505816
460,Houma,29.5958,-90.7195,70.0,100,90,5.75,US,1611505816
461,Vizinga,61.0749,50.1031,15.33,97,100,4.65,RU,1611505816
462,Usinsk,65.9939,57.5281,-7.42,90,100,14.92,RU,1611505817
463,Sibolga,1.7427,98.7792,76.93,83,99,4.03,ID,1611505817
464,Santa Ana,33.7456,-117.8678,48.2,81,20,2.42,US,1611505817
465,Chissamba,-12.1667,17.3333,68.56,80,40,4.61,AO,1611505817
466,Buchanan,5.8808,-10.0467,89.6,62,75,4.61,LR,1611505817
467,George,-33.963,22.4617,66.2,72,40,16.11,ZA,1611505818
468,Nurobod,40.9056,69.8023,32.0,74,0,3.27,UZ,1611505818
469,Coxim,-18.5067,-54.76,91.58,53,99,2.55,BR,1611505818
470,Acapulco de Juárez,16.8634,-99.8901,82.4,78,40,3.4,MX,1611505818
471,Baker City,44.7749,-117.8344,21.99,73,1,3.69,US,1611505819
472,Bara,10.3744,10.7288,84.58,14,99,7.52,NG,1611505819
473,Almeirim,-1.5233,-52.5817,85.14,70,25,5.19,BR,1611505819
474,Guarujá,-23.9931,-46.2564,82.4,78,75,4.61,BR,1611505561
475,Jacareacanga,-6.2222,-57.7528,82.56,78,85,1.28,BR,1611505819
476,Kalakamati,-20.5929,27.3121,82.4,54,75,8.05,BW,1611505820
477,St. George's,12.0564,-61.7485,84.2,58,20,16.11,GD,1611505820
478,Camiri,-20.05,-63.5167,87.8,51,40,9.35,BO,1611505820
479,Marabba,12.35,32.1833,84.74,18,87,10.71,SD,1611505820
480,Port Hedland,-20.3167,118.5667,86.0,70,57,19.57,AU,1611505820
481,Joshīmath,30.5667,79.5667,38.35,50,18,5.84,IN,1611505820
482,Cherdyn',60.403,56.4787,5.41,95,100,5.99,RU,1611505821
483,Arroyos y Esteros,-25.0667,-57.1,84.2,74,75,8.05,PY,1611505821
484,Nyköping,58.753,17.0079,32.0,93,75,3.44,SE,1611505821
485,Mossamedes,-15.1961,12.1522,78.33,68,58,10.33,AO,1611505821
486,Alta Gracia,-31.6529,-64.4283,93.0,51,40,14.97,AR,1611505821
487,Derzhavīnsk,51.1,66.3167,2.21,92,100,11.79,KZ,1611505822
488,Aswān,24.0934,32.907,66.38,24,0,11.36,EG,1611505822
489,Longyearbyen,78.2186,15.6401,14.0,73,75,16.11,SJ,1611505822
490,Veseloyarsk,51.2836,81.1056,-31.25,84,39,4.5,RU,1611505822
491,Nanzhang,31.7765,111.8386,41.49,83,100,7.16,CN,1611505822
492,North Bend,43.4065,-124.2243,41.0,93,90,9.22,US,1611505822
493,Soe,-9.8607,124.284,67.8,100,99,3.22,ID,1611505822
494,Tessalit,20.1986,1.0114,81.37,11,0,9.48,ML,1611505823
495,Bilma,18.6853,12.9164,66.96,20,0,6.73,NE,1611505823
496,Tynda,55.1667,124.7167,-31.94,78,5,1.61,RU,1611505823
497,Paamiut,61.994,-49.6678,22.39,80,0,12.53,GL,1611505810
498,Hambantota,6.1241,81.1185,78.8,89,40,8.05,LK,1611505823
499,Kununurra,-15.7667,128.7333,77.0,100,100,3.44,AU,1611505823
500,Kaseda-shirakame,31.4167,130.3167,48.0,100,6,4.0,JP,1611505823
501,Eydhafushi,5.1033,73.0708,82.13,77,99,11.83,MV,1611505554
502,Belmonte,-15.8631,-38.8828,82.4,83,90,9.22,BR,1611505824
503,Voi,-3.3945,38.563,77.25,67,99,6.38,KE,1611505824
504,Lucea,18.451,-78.1736,84.2,65,20,16.11,JM,1611505824
505,Karasjok,69.4719,25.5112,6.8,72,75,6.91,NO,1611505824
506,Jaciara,-15.9653,-54.9683,91.87,50,100,0.78,BR,1611505824
507,Aksu,41.1231,80.2644,19.31,89,0,2.48,CN,1611505825
508,Ţahţā,26.7693,31.5021,66.2,34,0,11.5,EG,1611505825
509,Caucayá,-0.1934,-74.7819,82.24,80,74,0.96,CO,1611505825
510,Karligan,14.975,122.0456,78.44,87,59,5.12,PH,1611505825
511,Rāwatbhāta,24.9333,75.5833,58.42,32,0,5.79,IN,1611505825
512,Kemin,42.7846,75.6892,21.67,78,99,1.74,KG,1611505825
513,Iskateley,67.6803,53.1512,-3.68,91,90,11.77,RU,1611505818
514,Pooler,32.1155,-81.2471,59.0,58,20,14.97,US,1611505826
515,Sucre,-19.0333,-65.2627,66.22,55,63,10.0,BO,1611505826
516,Savannakhet,16.566,104.751,71.01,51,1,1.07,LA,1611505684
517,Vao,-22.6667,167.4833,76.35,76,91,21.09,NC,1611505826
518,Majene,-3.5403,118.9707,78.76,79,100,5.21,ID,1611505827
519,Khanbari,27.3747,87.2039,52.45,65,57,1.54,NP,1611505827
520,Te Anau,-45.4167,167.7167,54.75,86,99,5.93,NZ,1611505827
521,Bahía Blanca,-38.7196,-62.2724,101.89,13,0,13.13,AR,1611505827
522,Kandrian,-6.2167,149.55,77.79,78,100,10.18,PG,1611505827
523,Abrau-Dyurso,44.69,37.59,48.2,66,20,15.66,RU,1611505827
524,Arkhangelsk,64.5401,40.5433,28.4,93,90,6.71,RU,1611505827
525,Peace River,56.2501,-117.286,0.0,78,75,6.91,CA,1611505828
526,Tezu,27.9167,96.1667,61.54,52,67,2.82,IN,1611505828
527,Masuri,35.8488,128.1492,44.6,65,75,2.3,KR,1611505828
528,Mbuji-Mayi,-6.15,23.6,70.38,93,100,6.29,CD,1611505828
529,Maragogi,-9.0122,-35.2225,82.54,69,47,12.84,BR,1611505828
530,Lashio,22.9333,97.75,52.86,87,0,1.14,MM,1611505828
531,Kysyl-Syr,63.8986,122.7617,-52.01,76,65,2.33,RU,1611505829
532,Luwuk,-0.9516,122.7875,78.64,74,100,6.35,ID,1611505829
533,Labuhan,-6.8844,112.2051,77.04,87,100,6.22,ID,1611505829
534,Acarí,-15.4311,-74.6158,83.3,45,40,11.59,PE,1611505829
535,Manono,-7.3,27.4167,72.07,92,98,3.6,CD,1611505829
536,Carballo,43.213,-8.691,53.01,87,100,3.0,ES,1611505665
537,Dryden,49.7833,-92.7503,6.8,78,75,14.97,CA,1611505808
538,Faanui,-16.4833,-151.75,81.14,71,17,13.38,PF,1611505830
539,Evensk,61.95,159.2333,-20.18,77,9,11.32,RU,1611505830
540,Itoman,26.1247,127.6694,62.6,77,20,5.75,JP,1611505830
541,Charters Towers,-20.1,146.2667,70.29,87,33,3.85,AU,1611505830
542,Bulgan,48.8125,103.5347,4.77,92,100,1.54,MN,1611505831
543,Binucayan,8.25,125.7167,72.1,96,100,1.21,PH,1611505831
544,Berlevåg,70.8578,29.0864,19.4,79,75,12.66,NO,1611505831
545,Monrovia,6.3005,-10.7969,89.6,62,75,4.61,LR,1611505831
546,Morro Bay,35.3658,-120.8499,43.0,91,1,1.99,US,1611505831
547,Ahipara,-35.1667,173.1667,66.2,93,60,9.62,NZ,1611505831
548,Broome,42.2506,-75.833,19.99,67,90,9.22,US,1611505831
549,Mīzan Teferī,6.9833,35.5833,69.37,56,65,1.61,ET,1611505832
550,Zambrów,52.9855,22.2432,37.0,87,100,3.0,PL,1611505832
551,Constitución,-35.3333,-72.4167,68.97,62,45,6.04,CL,1611505832
552,Birjand,32.8663,59.2211,37.4,6,0,1.32,IR,1611505832
553,Markova,48.6758,24.4138,41.0,75,0,4.47,UA,1611505832
554,Malakal,9.5334,31.6605,86.79,22,83,5.66,SS,1611505832
555,Vryheid,-27.7695,30.7917,62.33,95,100,11.18,ZA,1611505833
556,Togur,58.3631,82.8265,-50.12,76,53,4.23,RU,1611505833
557,Gemeente Wageningen,51.9667,5.6667,39.0,87,90,5.75,NL,1611505833
558,Brownwood,31.7093,-98.9912,59.0,100,90,9.22,US,1611505833
559,Dauphin,51.1494,-100.0502,-14.8,64,1,11.5,CA,1611505833
560,Ostrovnoy,68.0531,39.5131,9.61,94,100,11.95,RU,1611505833
561,City of San Pedro,14.35,121.0167,80.6,83,20,2.3,PH,1611505833
562,San Cristobal,7.7669,-72.225,82.4,57,40,4.61,VE,1611505834
563,Torbay,47.6666,-52.7314,33.01,69,20,12.66,CA,1611505834
564,Hearst,49.6835,-83.6665,-0.4,85,82,4.61,CA,1611505834
565,Mount Forest,43.9795,-80.7221,24.01,73,100,6.91,CA,1611505835
566,Panabá,21.2833,-88.2667,80.46,68,81,10.58,MX,1611505835
567,Sturgeon Bay,44.8342,-87.377,30.2,86,90,8.05,US,1611505835
568,At-Bashi,41.1702,75.8106,1.89,80,53,0.69,KG,1611505836
569,Solnechnyy,50.7214,136.6319,-9.58,87,76,3.51,RU,1611505836
570,Chinhoyi,-17.3667,30.2,67.59,94,99,4.74,ZW,1611505836
571,Kruisfontein,-34.0033,24.7314,68.0,75,97,5.01,ZA,1611505836
572,Husavik,66.0449,-17.3389,26.6,86,90,10.36,IS,1611505836
573,Waddān,29.1614,16.139,64.58,28,0,7.85,LY,1611505836
574,La Palma del Condado,37.3861,-6.5523,62.01,69,100,3.0,ES,1611505836
575,Bambari,5.768,20.6757,88.03,22,94,2.33,CF,1611505836
576,Hukuntsi,-24.0,21.75,93.45,15,98,12.21,BW,1611505837
577,Bauchi,10.5,10.0,81.91,15,99,4.65,NG,1611505837
578,El Carmen,8.5106,-73.4478,82.99,51,100,3.56,CO,1611505837
579,Kiunga,-6.1219,141.2906,73.99,98,100,2.93,PG,1611505837
580,Hay River,60.8156,-115.7999,-29.2,68,6,4.61,CA,1611505837
581,Zhanakorgan,43.9098,67.2495,18.63,93,59,7.23,KZ,1611505837
582,Soeng Sang,14.4264,102.4606,82.99,72,38,3.58,TH,1611505838
583,Karuzi Province,-3.125,30.1333,64.24,89,100,3.04,BI,1611505838
584,Sawākin,19.1059,37.3321,76.89,77,31,10.67,SD,1611505838
585,Imeni Zhelyabova,58.9544,36.5956,34.11,98,100,9.33,RU,1611505838
586,Quatre Cocos,-20.2078,57.7625,80.6,78,40,3.44,MU,1611505818
587,Wasilla,61.5814,-149.4394,32.0,93,90,3.44,US,1611505838
588,Muriwai Beach,-36.8167,174.45,64.0,85,33,11.65,NZ,1611505838
589,Birao,10.2849,22.7882,84.51,14,6,6.51,CF,1611505839
590,Esim,4.8699,-2.2405,81.61,72,41,9.86,GH,1611505839
